n,p_trust,p_drop,p_test,false_trust,false_drop,wrong_nontest,method,triage_risk,full_risk,seed,c_e,theta_drop,testing_region,lambda
29,0.41379310344827586,0.5862068965517241,0.0,0.4166666666666667,0.17647058823529413,0.27586206896551724,bayes,0.27586206896551724,0.27586206896551724,3,0.6,0.6,0.0,
29,0.41379310344827586,0.5862068965517241,0.0,0.4166666666666667,0.17647058823529413,0.27586206896551724,risktriage,0.27586206896551724,0.27586206896551724,3,0.6,0.6,0.0,80.36595897075617
29,0.3448275862068966,0.5517241379310345,0.10344827586206896,0.4,0.125,0.20689655172413793,rac_interval,0.20689655172413793,0.2689655172413793,3,0.6,,,2.99925337600756
29,0.41379310344827586,0.5862068965517241,0.0,0.4166666666666667,0.17647058823529413,0.27586206896551724,rac_interval_cost,0.27586206896551724,0.27586206896551724,3,0.6,,,2.99925337600756
29,0.41379310344827586,0.5862068965517241,0.0,0.4166666666666667,0.17647058823529413,0.27586206896551724,bayes,0.27586206896551724,0.27586206896551724,3,0.8,0.8,0.0,
29,0.41379310344827586,0.5862068965517241,0.0,0.4166666666666667,0.17647058823529413,0.27586206896551724,risktriage,0.27586206896551724,0.27586206896551724,3,0.8,0.8,0.0,80.36595897075617
29,0.3448275862068966,0.5517241379310345,0.10344827586206896,0.4,0.125,0.20689655172413793,rac_interval,0.20689655172413793,0.2896551724137931,3,0.8,,,2.99925337600756
29,0.41379310344827586,0.5862068965517241,0.0,0.4166666666666667,0.17647058823529413,0.27586206896551724,rac_interval_cost,0.27586206896551724,0.27586206896551724,3,0.8,,,2.99925337600756
31,0.1935483870967742,0.7096774193548387,0.0967741935483871,0.0,0.13636363636363635,0.0967741935483871,bayes,0.0967741935483871,0.09774193548387097,4,0.01,0.01,1.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.01,0.01,1.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.01,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.01,,,0.0
31,0.1935483870967742,0.7096774193548387,0.0967741935483871,0.0,0.13636363636363635,0.0967741935483871,bayes,0.0967741935483871,0.09919354838709676,4,0.025,0.025,1.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.025,0.025,1.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.025,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.025,,,0.0
31,0.1935483870967742,0.7096774193548387,0.0967741935483871,0.0,0.13636363636363635,0.0967741935483871,bayes,0.0967741935483871,0.10161290322580646,4,0.05,0.05,1.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.05,0.05,1.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.05,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.05,,,0.0
31,0.1935483870967742,0.7096774193548387,0.0967741935483871,0.0,0.13636363636363635,0.0967741935483871,bayes,0.0967741935483871,0.10645161290322581,4,0.1,0.1,1.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.1,0.1,1.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.1,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.1,,,0.0
31,0.1935483870967742,0.7419354838709677,0.06451612903225806,0.0,0.17391304347826086,0.12903225806451613,bayes,0.12903225806451613,0.14193548387096774,4,0.2,0.2,1.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.2,0.2,1.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.2,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.2,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,bayes,0.1935483870967742,0.1935483870967742,4,0.4,0.4,1.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.4,0.4,1.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.4,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.4,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,bayes,0.1935483870967742,0.1935483870967742,4,0.6,0.6,0.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.6,0.6,0.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.6,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.6,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,bayes,0.1935483870967742,0.1935483870967742,4,0.8,0.8,0.0,
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,risktriage,0.1935483870967742,0.1935483870967742,4,0.8,0.8,0.0,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval,0.1935483870967742,0.1935483870967742,4,0.8,,,0.0
31,0.1935483870967742,0.8064516129032258,0.0,0.0,0.24,0.1935483870967742,rac_interval_cost,0.1935483870967742,0.1935483870967742,4,0.8,,,0.0
29,0.1724137931034483,0.7586206896551724,0.06896551724137931,0.0,0.045454545454545456,0.034482758620689655,bayes,0.034482758620689655,0.03517241379310345,5,0.01,0.01,1.0,
29,0.1724137931034483,0.7931034482758621,0.034482758620689655,0.0,0.043478260869565216,0.034482758620689655,risktriage,0.034482758620689655,0.03482758620689655,5,0.01,0.01,1.0,0.3212097401609054
29,0.1724137931034483,0.7931034482758621,0.034482758620689655,0.0,0.043478260869565216,0.034482758620689655,rac_interval,0.034482758620689655,0.03482758620689655,5,0.01,,,0.7634964322689143
29,0.1724137931034483,0.7931034482758621,0.034482758620689655,0.0,0.043478260869565216,0.034482758620689655,rac_interval_cost,0.034482758620689655,0.03482758620689655,5,0.01,,,0.7634964322689143
